TransactionNo,Items,DateTime,Daypart,DayType
9319,Starbucks Dark Roast Coffee Beans,2017-03-04 14:50:23,Afternoon,Weekday
9319,Wonder Bread,2017-03-04 14:50:23,Afternoon,Weekday
9319,Twinings Scone,2017-03-04 14:50:23,Afternoon,Weekday
9320,Starbucks Dark Roast Coffee Beans,2017-03-04 14:52:18,Afternoon,Weekday
9321,Starbucks Dark Roast Coffee Beans,2017-03-04 15:25:35,Afternoon,Weekday
9321,Jammie Dodgers Biscuits,2017-03-04 15:25:35,Afternoon,Weekday
9321,Tropicana Orange Juice,2017-03-04 15:25:35,Afternoon,Weekday
9322,Chip's Ahoy Chocolate Chip Cookies,2017-03-04 15:26:10,Afternoon,Weekday
9323,Campbell's Soup,2017-03-04 15:28:44,Afternoon,Weekday
9324,Wonder Bread,2017-03-04 15:33:37,Afternoon,Weekday
9324,Subway Sub of the Day Sandwich,2017-03-04 15:33:37,Afternoon,Weekday
9325,Lipton Ice Tea,2017-03-04 15:38:36,Afternoon,Weekday
9325,Chip's Ahoy Chocolate Chip Cookies,2017-03-04 15:38:36,Afternoon,Weekday
9326,Chip's Ahoy Chocolate Chip Cookies,2017-03-04 15:48:05,Afternoon,Weekday
9326,Betty Crocker Cake Mix,2017-03-04 15:48:05,Afternoon,Weekday
9326,Lipton Ice Tea,2017-03-04 15:48:05,Afternoon,Weekday
9327,Lipton Ice Tea,2017-03-04 15:53:30,Afternoon,Weekday
9327,Starbucks Dark Roast Coffee Beans,2017-03-04 15:53:30,Afternoon,Weekday
9327,La Patisserie Alfajores,2017-03-04 15:53:30,Afternoon,Weekday
9328,Medialunas Argentinian Croissant,2017-03-04 16:04:17,Afternoon,Weekday
9329,Twinings Scone,2017-03-04 16:19:26,Afternoon,Weekday
9329,Wonder Bread,2017-03-04 16:19:26,Afternoon,Weekday
9330,Lipton Ice Tea,2017-03-04 16:20:49,Afternoon,Weekday
9330,La Patisserie Alfajores,2017-03-04 16:20:49,Afternoon,Weekday
9330,Oroweat Toast,2017-03-04 16:20:49,Afternoon,Weekday
9331,Campbell's Soup,2017-03-04 16:28:24,Afternoon,Weekday
9331,Starbucks Dark Roast Coffee Beans,2017-03-04 16:28:24,Afternoon,Weekday
9331,Medialunas Argentinian Croissant,2017-03-04 16:28:24,Afternoon,Weekday
9332,Tiffin Box,2017-03-04 16:46:44,Afternoon,Weekday
9332,Chip's Ahoy Chocolate Chip Cookies,2017-03-04 16:46:44,Afternoon,Weekday
9332,Hot chocolate,2017-03-04 16:46:44,Afternoon,Weekday
9333,Starbucks Dark Roast Coffee Beans,2017-03-04 16:50:02,Afternoon,Weekday
9334,Chip's Ahoy Chocolate Chip Cookies,2017-03-04 16:59:16,Afternoon,Weekday
9335,La Patisserie Alfajores,2017-03-04 17:08:35,Evening,Weekday
9336,Wonder Bread,2017-03-04 17:18:40,Evening,Weekday
9337,Wonder Bread,2017-03-04 17:19:05,Evening,Weekday
9338,Lipton Ice Tea,2017-03-04 17:36:10,Evening,Weekday
9338,Hot chocolate,2017-03-04 17:36:10,Evening,Weekday
9338,Betty Crocker Cake Mix,2017-03-04 17:36:10,Evening,Weekday
9338,Simply Fresh Organic Salad,2017-03-04 17:36:10,Evening,Weekday
9338,Starbucks Dark Roast Coffee Beans,2017-03-04 17:36:10,Evening,Weekday
9339,Starbucks Dark Roast Coffee Beans,2017-04-04 07:58:54,Morning,Weekday
9340,Wonder Bread,2017-04-04 08:01:35,Morning,Weekday
9340,Mineral water,2017-04-04 08:01:35,Morning,Weekday
9341,Starbucks Dark Roast Coffee Beans,2017-04-04 08:24:12,Morning,Weekday
9341,Chip's Ahoy Chocolate Chip Cookies,2017-04-04 08:24:12,Morning,Weekday
9342,Starbucks Dark Roast Coffee Beans,2017-04-04 08:26:02,Morning,Weekday
9342,Oroweat Toast,2017-04-04 08:26:02,Morning,Weekday
9343,Betty Crocker Cake Mix,2017-04-04 08:38:17,Morning,Weekday
9343,Baker's Treat Danish Pastry,2017-04-04 08:38:17,Morning,Weekday
9344,Starbucks Dark Roast Coffee Beans,2017-04-04 08:52:41,Morning,Weekday
9345,Starbucks Dark Roast Coffee Beans,2017-04-04 08:53:04,Morning,Weekday
9346,Starbucks Dark Roast Coffee Beans,2017-04-04 09:04:01,Morning,Weekday
9346,Extra Salami or Feta,2017-04-04 09:04:01,Morning,Weekday
9347,Wonder Bread,2017-04-04 09:14:41,Morning,Weekday
9347,Baker's Treat Danish Pastry,2017-04-04 09:14:41,Morning,Weekday
9348,Lipton Ice Tea,2017-04-04 09:15:32,Morning,Weekday
9349,Coca-Cola,2017-04-04 09:21:30,Morning,Weekday
9350,Starbucks Dark Roast Coffee Beans,2017-04-04 09:22:01,Morning,Weekday
9351,Wonder Bread,2017-04-04 09:27:37,Morning,Weekday
9352,Starbucks Dark Roast Coffee Beans,2017-04-04 10:36:10,Morning,Weekday
9352,Starbucks Dark Roast Coffee Beans,2017-04-04 10:36:10,Morning,Weekday
9352,Baker's Treat Danish Pastry,2017-04-04 10:36:10,Morning,Weekday
9353,Starbucks Dark Roast Coffee Beans,2017-04-04 10:38:57,Morning,Weekday
9354,Starbucks Dark Roast Coffee Beans,2017-04-04 10:44:32,Morning,Weekday
9355,Starbucks Dark Roast Coffee Beans,2017-04-04 10:46:43,Morning,Weekday
9355,Starbucks Dark Roast Coffee Beans,2017-04-04 10:46:43,Morning,Weekday
9356,Wonder Bread,2017-04-04 11:04:29,Morning,Weekday
9356,Honey,2017-04-04 11:04:29,Morning,Weekday
9356,Jammie Dodgers Biscuits,2017-04-04 11:04:29,Morning,Weekday
9357,Wonder Bread,2017-04-04 11:09:31,Morning,Weekday
9357,Starbucks Dark Roast Coffee Beans,2017-04-04 11:09:31,Morning,Weekday
9357,Jammie Dodgers Biscuits,2017-04-04 11:09:31,Morning,Weekday
9358,Starbucks Dark Roast Coffee Beans,2017-04-04 11:23:21,Morning,Weekday
9358,Wonder Bread,2017-04-04 11:23:21,Morning,Weekday
9358,Wonder Bread,2017-04-04 11:23:21,Morning,Weekday
9359,Baker's Treat Danish Pastry,2017-04-04 11:35:40,Morning,Weekday
9359,Wonder Bread,2017-04-04 11:35:40,Morning,Weekday
9360,Starbucks Dark Roast Coffee Beans,2017-04-04 11:42:23,Morning,Weekday
9361,Eggs,2017-04-04 11:43:29,Morning,Weekday
9362,Wonder Bread,2017-04-04 11:47:40,Morning,Weekday
9362,Betty Crocker Cake Mix,2017-04-04 11:47:40,Morning,Weekday
9363,Starbucks Dark Roast Coffee Beans,2017-04-04 11:52:09,Morning,Weekday
9364,Wonder Bread,2017-04-04 11:59:23,Morning,Weekday
9365,Tropicana Orange Juice,2017-04-04 12:11:45,Afternoon,Weekday
9365,Wonder Bread,2017-04-04 12:11:45,Afternoon,Weekday
9366,Starbucks Dark Roast Coffee Beans,2017-04-04 12:18:12,Afternoon,Weekday
9367,Starbucks Dark Roast Coffee Beans,2017-04-04 12:18:56,Afternoon,Weekday
9368,Starbucks Dark Roast Coffee Beans,2017-04-04 12:19:48,Afternoon,Weekday
9368,Extra Salami or Feta,2017-04-04 12:19:48,Afternoon,Weekday
9369,Starbucks Dark Roast Coffee Beans,2017-04-04 12:30:44,Afternoon,Weekday
9369,Starbucks Dark Roast Coffee Beans,2017-04-04 12:30:44,Afternoon,Weekday
9369,Starbucks Dark Roast Coffee Beans,2017-04-04 12:30:44,Afternoon,Weekday
9369,Wonder Bread,2017-04-04 12:30:44,Afternoon,Weekday
9370,Starbucks Dark Roast Coffee Beans,2017-04-04 12:35:44,Afternoon,Weekday
9371,Starbucks Dark Roast Coffee Beans,2017-04-04 12:50:44,Afternoon,Weekday
9371,Tropicana Orange Juice,2017-04-04 12:50:44,Afternoon,Weekday
9371,Mineral water,2017-04-04 12:50:44,Afternoon,Weekday
9371,Simply Fresh Organic Salad,2017-04-04 12:50:44,Afternoon,Weekday
9371,Subway Sub of the Day Sandwich,2017-04-04 12:50:44,Afternoon,Weekday
9371,Drinking chocolate spoons ,2017-04-04 12:50:44,Afternoon,Weekday
9372,Chicken Stew,2017-04-04 12:53:58,Afternoon,Weekday
9372,Mineral water,2017-04-04 12:53:58,Afternoon,Weekday
9372,Lipton Ice Tea,2017-04-04 12:53:58,Afternoon,Weekday
9373,Starbucks Dark Roast Coffee Beans,2017-04-04 13:02:00,Afternoon,Weekday
9373,Wonder Bread,2017-04-04 13:02:00,Afternoon,Weekday
9374,Starbucks Dark Roast Coffee Beans,2017-04-04 13:51:33,Afternoon,Weekday
9374,Simply Fresh Organic Salad,2017-04-04 13:51:33,Afternoon,Weekday
9375,Wonder Bread,2017-04-04 13:52:36,Afternoon,Weekday
9376,Chip's Ahoy Chocolate Chip Cookies,2017-04-04 13:59:37,Afternoon,Weekday
9377,Lipton Ice Tea,2017-04-04 14:25:12,Afternoon,Weekday
9377,Campbell's Soup,2017-04-04 14:25:12,Afternoon,Weekday
9377,Campbell's Soup,2017-04-04 14:25:12,Afternoon,Weekday
9378,Starbucks Dark Roast Coffee Beans,2017-04-04 14:29:06,Afternoon,Weekday
9378,Wonder Bread,2017-04-04 14:29:06,Afternoon,Weekday
9378,Betty Crocker Cake Mix,2017-04-04 14:29:06,Afternoon,Weekday
9378,Tropicana Orange Juice,2017-04-04 14:29:06,Afternoon,Weekday
9378,Spanish Brunch Café,2017-04-04 14:29:06,Afternoon,Weekday
9378,Simply Fresh Organic Salad,2017-04-04 14:29:06,Afternoon,Weekday
9378,Extra Salami or Feta,2017-04-04 14:29:06,Afternoon,Weekday
9379,Starbucks Dark Roast Coffee Beans,2017-04-04 14:30:16,Afternoon,Weekday
9379,Betty Crocker Cake Mix,2017-04-04 14:30:16,Afternoon,Weekday
9380,Starbucks Dark Roast Coffee Beans,2017-04-04 14:30:46,Afternoon,Weekday
9380,Betty Crocker Cake Mix,2017-04-04 14:30:46,Afternoon,Weekday
9381,Wonder Bread,2017-04-04 14:47:31,Afternoon,Weekday
9381,Campbell's Soup,2017-04-04 14:47:31,Afternoon,Weekday
9382,Starbucks Dark Roast Coffee Beans,2017-04-04 14:52:13,Afternoon,Weekday
9382,Wonder Bread,2017-04-04 14:52:13,Afternoon,Weekday
9383,Mineral water,2017-04-04 15:12:06,Afternoon,Weekday
9383,Chip's Ahoy Chocolate Chip Cookies,2017-04-04 15:12:06,Afternoon,Weekday
9384,Starbucks Dark Roast Coffee Beans,2017-04-04 15:19:49,Afternoon,Weekday
9384,Lipton Ice Tea,2017-04-04 15:19:49,Afternoon,Weekday
9385,Starbucks Dark Roast Coffee Beans,2017-04-04 15:32:39,Afternoon,Weekday
9385,Baguette,2017-04-04 15:32:39,Afternoon,Weekday
9386,Starbucks Dark Roast Coffee Beans,2017-04-04 15:37:56,Afternoon,Weekday
9386,Simply Fresh Organic Salad,2017-04-04 15:37:56,Afternoon,Weekday
9387,Starbucks Dark Roast Coffee Beans,2017-04-04 15:41:34,Afternoon,Weekday
9387,Wonder Bread,2017-04-04 15:41:34,Afternoon,Weekday
9388,Starbucks Dark Roast Coffee Beans,2017-04-04 15:43:34,Afternoon,Weekday
9388,Lipton Ice Tea,2017-04-04 15:43:34,Afternoon,Weekday
9389,Lipton Ice Tea,2017-04-04 15:47:40,Afternoon,Weekday
9389,Lipton Ice Tea,2017-04-04 15:47:40,Afternoon,Weekday
9389,Starbucks Dark Roast Coffee Beans,2017-04-04 15:47:40,Afternoon,Weekday
9389,Starbucks Dark Roast Coffee Beans,2017-04-04 15:47:40,Afternoon,Weekday
9389,Tropicana Orange Juice,2017-04-04 15:47:40,Afternoon,Weekday
9389,Betty Crocker Cake Mix,2017-04-04 15:47:40,Afternoon,Weekday
9389,Betty Crocker Cake Mix,2017-04-04 15:47:40,Afternoon,Weekday
9390,Starbucks Dark Roast Coffee Beans,2017-04-04 16:13:00,Afternoon,Weekday
9390,Betty Crocker Cake Mix,2017-04-04 16:13:00,Afternoon,Weekday
9391,Betty Crocker Cake Mix,2017-04-04 16:13:50,Afternoon,Weekday
9391,Betty Crocker Cake Mix,2017-04-04 16:13:50,Afternoon,Weekday
9391,Starbucks Dark Roast Coffee Beans,2017-04-04 16:13:50,Afternoon,Weekday
9391,Smoothies,2017-04-04 16:13:50,Afternoon,Weekday
9391,Lipton Ice Tea,2017-04-04 16:13:50,Afternoon,Weekday
9392,Chicken Stew,2017-04-04 17:15:27,Evening,Weekday
9392,Lipton Ice Tea,2017-04-04 17:15:27,Evening,Weekday
9393,Starbucks Dark Roast Coffee Beans,2017-05-04 08:32:19,Morning,Weekday
9394,Wonder Bread,2017-05-04 08:35:35,Morning,Weekday
9394,Lipton Ice Tea,2017-05-04 08:35:35,Morning,Weekday
9395,Hot chocolate,2017-05-04 08:37:21,Morning,Weekday
9395,Wonder Bread,2017-05-04 08:37:21,Morning,Weekday
9395,Wonder Bread,2017-05-04 08:37:21,Morning,Weekday
9395,Smucker's Jam,2017-05-04 08:37:21,Morning,Weekday
9395,Christmas common,2017-05-04 08:37:21,Morning,Weekday
9396,Starbucks Dark Roast Coffee Beans,2017-05-04 08:38:32,Morning,Weekday
9397,Starbucks Dark Roast Coffee Beans,2017-05-04 09:24:09,Morning,Weekday
9397,Starbucks Dark Roast Coffee Beans,2017-05-04 09:24:09,Morning,Weekday
9397,Wonder Bread,2017-05-04 09:24:09,Morning,Weekday
9398,Starbucks Dark Roast Coffee Beans,2017-05-04 09:29:47,Morning,Weekday
9398,Hot chocolate,2017-05-04 09:29:47,Morning,Weekday
9398,Hot chocolate,2017-05-04 09:29:47,Morning,Weekday
9398,Baker's Treat Danish Pastry,2017-05-04 09:29:47,Morning,Weekday
9399,Lipton Ice Tea,2017-05-04 09:35:36,Morning,Weekday
9399,Starbucks Dark Roast Coffee Beans,2017-05-04 09:35:36,Morning,Weekday
9400,Lipton Ice Tea,2017-05-04 10:05:47,Morning,Weekday
9401,Starbucks Dark Roast Coffee Beans,2017-05-04 10:15:09,Morning,Weekday
9401,Starbucks Dark Roast Coffee Beans,2017-05-04 10:15:09,Morning,Weekday
9401,Baker's Treat Danish Pastry,2017-05-04 10:15:09,Morning,Weekday
9401,Oroweat Toast,2017-05-04 10:15:09,Morning,Weekday
9402,Wonder Bread,2017-05-04 10:30:46,Morning,Weekday
9403,Lipton Ice Tea,2017-05-04 10:40:49,Morning,Weekday
9403,Truffles,2017-05-04 10:40:49,Morning,Weekday
9404,Starbucks Dark Roast Coffee Beans,2017-05-04 10:41:50,Morning,Weekday
9404,Baker's Treat Danish Pastry,2017-05-04 10:41:50,Morning,Weekday
9405,Oroweat Toast,2017-05-04 10:48:34,Morning,Weekday
9405,Wonder Bread,2017-05-04 10:48:34,Morning,Weekday
9405,Lipton Ice Tea,2017-05-04 10:48:34,Morning,Weekday
9405,Starbucks Dark Roast Coffee Beans,2017-05-04 10:48:34,Morning,Weekday
9406,Oroweat Toast,2017-05-04 11:02:01,Morning,Weekday
9406,Starbucks Dark Roast Coffee Beans,2017-05-04 11:02:01,Morning,Weekday
9406,Wonder Bread,2017-05-04 11:02:01,Morning,Weekday
9407,Starbucks Dark Roast Coffee Beans,2017-05-04 11:05:00,Morning,Weekday
9407,Wonder Bread,2017-05-04 11:05:00,Morning,Weekday
9407,Lipton Ice Tea,2017-05-04 11:05:00,Morning,Weekday
9407,Baker's Treat Danish Pastry,2017-05-04 11:05:00,Morning,Weekday
9407,Hostess Muffin,2017-05-04 11:05:00,Morning,Weekday
9408,Baker's Treat Danish Pastry,2017-05-04 11:05:53,Morning,Weekday
9408,Starbucks Dark Roast Coffee Beans,2017-05-04 11:05:53,Morning,Weekday
9409,Lipton Ice Tea,2017-05-04 11:10:14,Morning,Weekday
9409,Starbucks Dark Roast Coffee Beans,2017-05-04 11:10:14,Morning,Weekday
9409,Subway Sub of the Day Sandwich,2017-05-04 11:10:14,Morning,Weekday
9410,Simply Fresh Organic Salad,2017-05-04 11:30:37,Morning,Weekday
9410,Lipton Ice Tea,2017-05-04 11:30:37,Morning,Weekday
9411,Lipton Ice Tea,2017-05-04 11:48:01,Morning,Weekday
9411,Baker's Treat Danish Pastry,2017-05-04 11:48:01,Morning,Weekday
9412,Farm House,2017-05-04 11:51:48,Morning,Weekday
9413,Starbucks Dark Roast Coffee Beans,2017-05-04 12:16:32,Afternoon,Weekday
9413,Truffles,2017-05-04 12:16:32,Afternoon,Weekday
9413,Wonder Bread,2017-05-04 12:16:32,Afternoon,Weekday
9414,Starbucks Dark Roast Coffee Beans,2017-05-04 12:41:56,Afternoon,Weekday
9414,Subway Sub of the Day Sandwich,2017-05-04 12:41:56,Afternoon,Weekday
9415,Subway Sub of the Day Sandwich,2017-05-04 12:43:03,Afternoon,Weekday
9415,Starbucks Dark Roast Coffee Beans,2017-05-04 12:43:03,Afternoon,Weekday
9416,Simply Fresh Organic Salad,2017-05-04 12:44:23,Afternoon,Weekday
9417,Lipton Ice Tea,2017-05-04 13:08:42,Afternoon,Weekday
9417,Starbucks Dark Roast Coffee Beans,2017-05-04 13:08:42,Afternoon,Weekday
9418,Starbucks Dark Roast Coffee Beans,2017-05-04 13:30:31,Afternoon,Weekday
9418,Tiffin Box,2017-05-04 13:30:31,Afternoon,Weekday
9418,Wonder Bread,2017-05-04 13:30:31,Afternoon,Weekday
9419,Coca-Cola,2017-05-04 13:35:05,Afternoon,Weekday
9419,Chicken Stew,2017-05-04 13:35:05,Afternoon,Weekday
9419,Tiffin Box,2017-05-04 13:35:05,Afternoon,Weekday
9420,Starbucks Dark Roast Coffee Beans,2017-05-04 13:49:46,Afternoon,Weekday
9420,Hostess Muffin,2017-05-04 13:49:46,Afternoon,Weekday
9420,Simply Fresh Organic Salad,2017-05-04 13:49:46,Afternoon,Weekday
9420,Extra Salami or Feta,2017-05-04 13:49:46,Afternoon,Weekday
9421,Betty Crocker Cake Mix,2017-05-04 14:00:23,Afternoon,Weekday
9422,Wonder Bread,2017-05-04 14:15:03,Afternoon,Weekday
9422,Drinking chocolate spoons ,2017-05-04 14:15:03,Afternoon,Weekday
9423,Starbucks Dark Roast Coffee Beans,2017-05-04 14:20:24,Afternoon,Weekday
9423,Simply Fresh Organic Salad,2017-05-04 14:20:24,Afternoon,Weekday
9423,Subway Sub of the Day Sandwich,2017-05-04 14:20:24,Afternoon,Weekday
9423,Betty Crocker Cake Mix,2017-05-04 14:20:24,Afternoon,Weekday
9424,Chip's Ahoy Chocolate Chip Cookies,2017-05-04 14:30:07,Afternoon,Weekday
9424,Betty Crocker Cake Mix,2017-05-04 14:30:07,Afternoon,Weekday
9424,Starbucks Dark Roast Coffee Beans,2017-05-04 14:30:07,Afternoon,Weekday
9425,Tropicana Orange Juice,2017-05-04 14:33:58,Afternoon,Weekday
9425,Coca-Cola,2017-05-04 14:33:58,Afternoon,Weekday
9425,Subway Sub of the Day Sandwich,2017-05-04 14:33:58,Afternoon,Weekday
9425,Subway Sub of the Day Sandwich,2017-05-04 14:33:58,Afternoon,Weekday
9425,Betty Crocker Cake Mix,2017-05-04 14:33:58,Afternoon,Weekday
9425,Tiffin Box,2017-05-04 14:33:58,Afternoon,Weekday
9426,Betty Crocker Cake Mix,2017-05-04 14:38:44,Afternoon,Weekday
9426,Starbucks Dark Roast Coffee Beans,2017-05-04 14:38:44,Afternoon,Weekday
9426,Hot chocolate,2017-05-04 14:38:44,Afternoon,Weekday
9427,Wonder Bread,2017-05-04 14:42:43,Afternoon,Weekday
9427,Subway Sub of the Day Sandwich,2017-05-04 14:42:43,Afternoon,Weekday
9428,Baguette,2017-05-04 14:44:39,Afternoon,Weekday
9428,Hot chocolate,2017-05-04 14:44:39,Afternoon,Weekday
9429,Wonder Bread,2017-05-04 14:49:05,Afternoon,Weekday
9429,Jammie Dodgers Biscuits,2017-05-04 14:49:05,Afternoon,Weekday
9430,Farm House,2017-05-04 15:17:29,Afternoon,Weekday
9430,Baguette,2017-05-04 15:17:29,Afternoon,Weekday
9431,Baker's Treat Danish Pastry,2017-05-04 15:27:29,Afternoon,Weekday
9432,Coca-Cola,2017-05-04 15:32:13,Afternoon,Weekday
9433,Wonder Bread,2017-05-04 15:33:41,Afternoon,Weekday
9433,Starbucks Dark Roast Coffee Beans,2017-05-04 15:33:41,Afternoon,Weekday
9434,Scandinavian,2017-05-04 15:47:27,Afternoon,Weekday
9435,Chip's Ahoy Chocolate Chip Cookies,2017-05-04 15:48:24,Afternoon,Weekday
9436,Starbucks Dark Roast Coffee Beans,2017-05-04 15:49:51,Afternoon,Weekday
9436,Betty Crocker Cake Mix,2017-05-04 15:49:51,Afternoon,Weekday
9437,Chip's Ahoy Chocolate Chip Cookies,2017-05-04 15:53:16,Afternoon,Weekday
9437,Hostess Muffin,2017-05-04 15:53:16,Afternoon,Weekday
9437,Lipton Ice Tea,2017-05-04 15:53:16,Afternoon,Weekday
9437,Spanish Brunch Café,2017-05-04 15:53:16,Afternoon,Weekday
9437,Campbell's Soup,2017-05-04 15:53:16,Afternoon,Weekday
9438,Wonder Bread,2017-05-04 16:07:34,Afternoon,Weekday
9438,Truffles,2017-05-04 16:07:34,Afternoon,Weekday
9438,Betty Crocker Cake Mix,2017-05-04 16:07:34,Afternoon,Weekday
9438,Wonder Bread,2017-05-04 16:07:34,Afternoon,Weekday
9439,Wonder Bread,2017-05-04 16:09:02,Afternoon,Weekday
9439,Starbucks Dark Roast Coffee Beans,2017-05-04 16:09:02,Afternoon,Weekday
9440,Starbucks Dark Roast Coffee Beans,2017-05-04 16:12:22,Afternoon,Weekday
9440,Starbucks Dark Roast Coffee Beans,2017-05-04 16:12:22,Afternoon,Weekday
9440,Betty Crocker Cake Mix,2017-05-04 16:12:22,Afternoon,Weekday
9440,Chip's Ahoy Chocolate Chip Cookies,2017-05-04 16:12:22,Afternoon,Weekday
9440,Wonder Bread,2017-05-04 16:12:22,Afternoon,Weekday
9441,Lipton Ice Tea,2017-05-04 16:27:04,Afternoon,Weekday
9441,Betty Crocker Cake Mix,2017-05-04 16:27:04,Afternoon,Weekday
9442,Wonder Bread,2017-05-04 16:44:45,Afternoon,Weekday
9443,Tiffin Box,2017-05-04 16:47:23,Afternoon,Weekday
9443,Wonder Bread,2017-05-04 16:47:23,Afternoon,Weekday
9444,Baker's Treat Danish Pastry,2017-05-04 16:50:10,Afternoon,Weekday
9445,Betty Crocker Cake Mix,2017-05-04 16:56:56,Afternoon,Weekday
9446,Baker's Treat Danish Pastry,2017-05-04 17:01:08,Evening,Weekday
9446,Lipton Ice Tea,2017-05-04 17:01:08,Evening,Weekday
9446,Starbucks Dark Roast Coffee Beans,2017-05-04 17:01:08,Evening,Weekday
9447,Chocolates,2017-05-04 17:22:22,Evening,Weekday
9447,Lipton Ice Tea,2017-05-04 17:22:22,Evening,Weekday
9447,Coca-Cola,2017-05-04 17:22:22,Evening,Weekday
9447,Tropicana Orange Juice,2017-05-04 17:22:22,Evening,Weekday
9447,Starbucks Dark Roast Coffee Beans,2017-05-04 17:22:22,Evening,Weekday
9447,Tiffin Box,2017-05-04 17:22:22,Evening,Weekday
9447,La Patisserie Alfajores,2017-05-04 17:22:22,Evening,Weekday
9447,Chip's Ahoy Chocolate Chip Cookies,2017-05-04 17:22:22,Evening,Weekday
9447,Baker's Treat Danish Pastry,2017-05-04 17:22:22,Evening,Weekday
9447,Mineral water,2017-05-04 17:22:22,Evening,Weekday
9448,Tropicana Orange Juice,2017-05-04 22:15:55,Night,Weekday
9448,Mineral water,2017-05-04 22:15:55,Night,Weekday
9452,Starbucks Dark Roast Coffee Beans,2017-06-04 08:14:25,Morning,Weekday
9453,Wonder Bread,2017-06-04 08:39:19,Morning,Weekday
9454,Oroweat Toast,2017-06-04 08:45:02,Morning,Weekday
9455,Starbucks Dark Roast Coffee Beans,2017-06-04 08:58:31,Morning,Weekday
9456,Starbucks Dark Roast Coffee Beans,2017-06-04 09:15:00,Morning,Weekday
9456,Tiffin Box,2017-06-04 09:15:00,Morning,Weekday
9456,Wonder Bread,2017-06-04 09:15:00,Morning,Weekday
9457,La Patisserie Alfajores,2017-06-04 09:28:32,Morning,Weekday
9457,Lipton Ice Tea,2017-06-04 09:28:32,Morning,Weekday
9458,Farm House,2017-06-04 09:37:03,Morning,Weekday
9459,Oroweat Toast,2017-06-04 09:57:26,Morning,Weekday
9459,Starbucks Dark Roast Coffee Beans,2017-06-04 09:57:26,Morning,Weekday
9460,Wonder Bread,2017-06-04 09:58:32,Morning,Weekday
9460,Tropicana Orange Juice,2017-06-04 09:58:32,Morning,Weekday
9461,Starbucks Dark Roast Coffee Beans,2017-06-04 09:59:40,Morning,Weekday
9462,Starbucks Dark Roast Coffee Beans,2017-06-04 10:07:15,Morning,Weekday
9462,Tropicana Orange Juice,2017-06-04 10:07:15,Morning,Weekday
9463,Jammie Dodgers Biscuits,2017-06-04 10:31:26,Morning,Weekday
9463,Starbucks Dark Roast Coffee Beans,2017-06-04 10:31:26,Morning,Weekday
9464,Wonder Bread,2017-06-04 10:45:47,Morning,Weekday
9464,Tropicana Orange Juice,2017-06-04 10:45:47,Morning,Weekday
9464,Starbucks Dark Roast Coffee Beans,2017-06-04 10:45:47,Morning,Weekday
9464,Starbucks Dark Roast Coffee Beans,2017-06-04 10:45:47,Morning,Weekday
9464,Chip's Ahoy Chocolate Chip Cookies,2017-06-04 10:45:47,Morning,Weekday
9464,Wonder Bread,2017-06-04 10:45:47,Morning,Weekday
9465,Tiffin Box,2017-06-04 10:53:10,Morning,Weekday
9465,Tropicana Orange Juice,2017-06-04 10:53:10,Morning,Weekday
9465,Lipton Ice Tea,2017-06-04 10:53:10,Morning,Weekday
9466,Starbucks Dark Roast Coffee Beans,2017-06-04 11:18:25,Morning,Weekday
9466,Oroweat Toast,2017-06-04 11:18:25,Morning,Weekday
9466,Starbucks Dark Roast Coffee Beans,2017-06-04 11:18:25,Morning,Weekday
9467,Wonder Bread,2017-06-04 11:19:09,Morning,Weekday
9468,Lipton Ice Tea,2017-06-04 11:27:08,Morning,Weekday
9469,Wonder Bread,2017-06-04 11:32:18,Morning,Weekday
9469,La Patisserie Alfajores,2017-06-04 11:32:18,Morning,Weekday
9469,Brioche and salami,2017-06-04 11:32:18,Morning,Weekday
9470,Betty Crocker Cake Mix,2017-06-04 11:38:17,Morning,Weekday
9470,Lipton Ice Tea,2017-06-04 11:38:17,Morning,Weekday
9471,Christmas common,2017-06-04 11:39:24,Morning,Weekday
9472,Farm House,2017-06-04 11:48:41,Morning,Weekday
9472,Scandinavian,2017-06-04 11:48:41,Morning,Weekday
9473,La Patisserie Alfajores,2017-06-04 11:51:58,Morning,Weekday
9473,Starbucks Dark Roast Coffee Beans,2017-06-04 11:51:58,Morning,Weekday
9474,Tropicana Orange Juice,2017-06-04 12:04:05,Afternoon,Weekday
9474,Chip's Ahoy Chocolate Chip Cookies,2017-06-04 12:04:05,Afternoon,Weekday
9474,Art Tray,2017-06-04 12:04:05,Afternoon,Weekday
9474,Simply Fresh Organic Salad,2017-06-04 12:04:05,Afternoon,Weekday
9475,Subway Sub of the Day Sandwich,2017-06-04 12:29:23,Afternoon,Weekday
9476,Lipton Ice Tea,2017-06-04 12:39:57,Afternoon,Weekday
9476,Lipton Ice Tea,2017-06-04 12:39:57,Afternoon,Weekday
9476,Subway Sub of the Day Sandwich,2017-06-04 12:39:57,Afternoon,Weekday
9477,Campbell's Soup,2017-06-04 12:58:25,Afternoon,Weekday
9477,Starbucks Dark Roast Coffee Beans,2017-06-04 12:58:25,Afternoon,Weekday
9478,Starbucks Dark Roast Coffee Beans,2017-06-04 12:59:39,Afternoon,Weekday
9478,Subway Sub of the Day Sandwich,2017-06-04 12:59:39,Afternoon,Weekday
9479,Wonder Bread,2017-06-04 13:00:43,Afternoon,Weekday
9480,Wonder Bread,2017-06-04 13:06:45,Afternoon,Weekday
